"Word","NMorph"
"pickpocket","2"
"picks","2"
"pickup","2"
"picky","2"
"picnic","1"
"picnicked","2"
"picnickers","3"
"picnics","2"
"pictorial","2"
"pictorially","3"
"picture","2"
"pictured","3"
"pictures","3"
"picturesque","3"
"picturing","3"
"piddle","1"
"piddling","2"
"pidgin","1"
"pie","1"
"piece","1"
"piecemeal","2"
"pieces","2"
"piecewise","2"
"piecework","2"
"piecrust","2"
"pied","1"
"pier","1"
"pierce","1"
"pierced","2"
"piercing","2"
"Pierre","1"
"piers","2"
"pies","2"
"piety","2"
"piezoelectric","#"
"piezoelectricity","#"
"pig","1"
"pigeon","1"
"pigeonhole","2"
"pigeons","2"
"piggish","2"
"piggy","2"
"piggyback","3"
"piggybank","#"
"pigheaded","3"
"piglet","2"
"pigment","1"
"pigmentation","2"
"pigmented","2"
"pigments","2"
"pigpen","2"
"pigpens","3"
"pigs","2"
"pigskin","2"
"pigsty","2"
"pigtail","2"
"pigwash","#"
"pike","1"
"pilaf","#"
"pile","1"
"piled","2"
"piles","2"
"pilfer","1"
"pilfering","2"
"pilgrim","1"
"pilgrimage","2"
"pilgrimages","3"
"pilgrims","2"
"pilgrim's","2"
"piling","2"
"pill","1"
"pillage","1"
"pillaged","2"
"pillager","2"
"pillar","1"
"pillared","2"
"pillars","2"
"pillbox","2"
"pillow","1"
"pillowcase","2"
"pillows","2"
"pills","2"
"pilot","1"
"piloting","2"
"pilots","2"
"pilot's","2"
"pimento","1"
"pimp","1"
"pimple","1"
"pimpled","2"
"pimples","2"
"pimplike","2"
"pimply","2"
"pimps","2"
"pin","1"
"pinafore","1"
"pinafores","2"
"pinball","2"
"pincer","1"
"pinch","1"
"pinched","2"
"pinching","2"
"pincushion","2"
"pine","1"
"pineal","2"
"pineapple","2"
"pinecone","#"
"pines","2"
"pinewood","2"
"ping","1"
"pinging","2"
"pingpong","2"
"pinhead","2"
"pinholes","3"
"pinioned","2"
"pink","1"
"pinkie","2"
"pinking","2"
"pinks","2"
"pinnacle","1"
"pinnacles","2"
"pinned","2"
"pinning","2"
"pinnings","#"
"pinochle","#"
"pinpoint","2"
"pinpointing","3"
"pinpoints","3"
"pinprick","2"
"pins","2"
"pinscher","1"
"pinstripe","2"
"pint","1"
"Pinta","#"
"pinto","1"
"pinup","2"
"pinwheel","#"
"pioneer","1"
"pioneered","2"
"pioneering","2"
"pioneers","2"
"pioneer's","2"
"pious","2"
"piously","3"
"pip","1"
"pipe","1"
"piped","2"
"pipedream","2"
"pipedreams","3"
"pipeline","2"
"pipelines","3"
"piper","2"
"pipers","3"
"pipes","2"
"pipette","1"
"piping","2"
"pipsqueak","2"
"piquancy","#"
"piquant","1"
"pique","1"
"piracy","2"
"piranha","1"
"pirate","2"
"pirates","3"
"pirouette","1"
"Pisces","1"
"pish","1"
"piss","1"
"pistachio","1"
"pistil","#"
"pistol","1"
"pistols","2"
"piston","1"
"pistons","2"
"pit","1"
"pitch","1"
"pitched","2"
"pitcher","2"
"pitchers","3"
"pitches","2"
"pitchfork","2"
"pitching","2"
"piteous","2"
"pitfall","2"
"pitfalls","3"
"pith","1"
"pithy","2"
"pitiable","2"
"pitied","2"
"pitiful","2"
"pitiless","2"
"pitilessly","3"
"pits","2"
"pittance","1"
"Pittsburgh","2"
"Pittsburghers","#"
"pituitary","1"
"pity","1"
"pityingly","3"
"pivot","1"
"pivotal","2"
"pivoting","2"
"pixels","2"
"pixie","1"
"pixies","2"
"pixilated","#"
"Pizarro","#"
"pizza","1"
"pizzeria","1"
"pizzicato","1"
"placard","1"
"placate","2"
"placating","3"
"place","1"
"placebo","1"
"placed","2"
"placeless","2"
"placement","2"
"placenta","1"
"places","2"
"placid","1"
"placing","2"
"plagiarism","2"
"plagiarist","2"
"plagiarize","2"
"plague","1"
"plagued","2"
"plaid","1"
"plaids","2"
"plain","1"
"plainclothes","3"
"plainest","2"
"plainly","2"
"plains","2"
"plainspoken","3"
"plaintiff","2"
"plaintiffs","3"
"plaintiff's","3"
"plaintive","2"
"plan","1"
"planar","2"
"plane","1"
"planed","2"
"planeload","2"
"planer","2"
"planes","2"
"planet","1"
"planetarium","2"
"planetary","2"
"planetoid","2"
"planetoids","3"
"planets","2"
"planet's","#"
"plank","1"
"planking","2"
"planks","2"
"plankton","1"
"planned","2"
"planner","2"
"planners","3"
"planning","2"
"plans","2"
"plan's","2"
"plant","1"
"plantain","1"
"plantation","2"
"plantations","3"
"planted","2"
"planter","2"
"planters","3"
"planting","2"
"plants","2"
"plant's","2"
"plaque","1"
"plaques","2"
"plasm","1"
"plasma","1"
"plaster","1"
"plasterboard","2"
"plastered","2"
"plasterer","2"
"plastering","2"
"plasters","2"
"plastic","1"
"plastically","2"
"plasticity","2"
"plastics","2"
"plate","1"
"plateau","1"
"plated","2"
"plateful","2"
"plates","2"
"platform","1"
"platforms","2"
"platinum","1"
"platitude","2"
"Plato","1"
"platonic","2"
"platoon","1"
"platoons","2"
"Plato's","2"
"platter","1"
"platters","2"
"platypus","1"
"plausible","1"
"play","1"
"playable","2"
"playback","2"
"playbacks","3"
"playbill","2"
"playboy","2"
"played","2"
"player","2"
"players","3"
"player's","3"
"playfellow","2"
"playful","2"
"playground","2"
"playgroup","2"
"playhouse","2"
"playhouses","3"
"playing","2"
"playmate","2"
"playmates","3"
"playoff","2"
"playpen","2"
"playroom","2"
"plays","2"
"play's","2"
"playsuit","2"
"plaything","2"
"playtime","2"
"playwright","2"
"playwrights","3"
"playwriting","3"
"plaza","1"
"plazas","2"
"plea","1"
"plead","1"
"pleaded","2"
"pleader","2"
"pleading","2"
"pleads","2"
"pleas","2"
"pleasance","2"
"pleasant","2"
"pleasantly","3"
"pleasantness","3"
"pleasantry","3"
"please","1"
"pleased","2"
"pleases","2"
"pleasing","2"
"pleasingly","3"
"pleasurable","3"
"pleasure","2"
"pleasures","3"
"pleat","1"
"pleats","2"
"plebeian","1"
"plebian","2"
"pledge","1"
"pledged","2"
"pledges","2"
"Pleistocene","#"
"plenary","2"
"plenitude","2"
"plentiful","2"
"plenty","1"
"plethora","1"
"pleural","#"
"plexiglas","#"
"pliable","2"
"pliant","2"
"plied","2"
"pliers","3"
"plight","1"
"plod","1"
"plodded","2"
"plodding","2"
"plop","1"
"plopped","2"
"plosion","2"
"plosive","2"
"plot","1"
"plots","2"
"plotted","2"
"plotting","2"
"plough","1"
"ploughshare","2"
"plow","1"
"plowed","2"
"plowing","2"
"plowman's","#"
"plows","2"
"plowshares","3"
"ploy","1"
"pluck","1"
"plucked","2"
"plucking","2"
"plucky","2"
"plug","1"
"plugged","2"
"plugging","2"
"plugs","2"
"plugugly","2"
"plum","1"
"plumage","2"
"plumb","1"
"plumbed","2"
"plumber","2"
"plumbing","2"
"plume","1"
"plumed","2"
"plummet","1"
"plummeting","2"
"plummy","2"
"plump","1"
"plumped","2"
"plumpness","2"
"plunder","1"
"plunderers","3"
"plundering","2"
"plunge","1"
"plunged","2"
"plunger","2"
"plunges","2"
"plunging","2"
"plunking","2"
"plural","1"
"pluralism","2"
"pluralistic","3"
"plurality","2"
"plus","1"
"plush","1"
"Pluto","1"
"plutonium","1"
"ply","1"
"Plymouth","2"
"plywood","2"
"pneumatic","2"
"pneumonia","1"
"poach","1"
"poacher","2"
"poaches","2"
"pock","1"
"pocket","1"
"pocketbook","2"
"pocketbooks","3"
"pocketed","2"
"pocketful","2"
"pocketknife","#"
"pockets","2"
"pocket's","2"
"pockmark","2"
"pod","1"
"podiatrist","#"
"podiatry","#"
"podium","2"
"pods","2"
"Poe","1"
"poem","1"
"poems","2"
"poet","1"
"poetic","2"
"poetical","3"
"poetics","2"
"poetry","2"
"poetry's","3"
"poets","2"
"poet's","2"
"poignancy","2"
"poignant","2"
"poignantly","3"
"poinsettia","1"
"point","1"
"pointed","2"
"pointedly","3"
"pointer","2"
"pointers","3"
"pointing","2"
"pointless","2"
"points","2"
"poise","1"
"poised","2"
"poises","2"
"poison","1"
"poisoned","2"
"poisoning","2"
"poisonous","2"
"poisons","2"
"poke","1"
"poked","2"
"poker","2"
"pokerfaced","4"
"pokes","2"
"poking","2"
"poky","2"
"polack","#"
"Poland","2"
"Poland's","3"
"polar","2"
"Polaris","1"
"polarities","4"
"polarity","3"
"polarization","4"
"polarize","3"
"polarized","4"
"polarizing","4"
"Polaroid","1"
"pole","1"
"polecat","2"
"polemic","1"
"polemical","2"
"polemics","2"
"poles","2"
"police","1"
"policed","2"
"policeman","2"
"policeman's","3"
"policemen","2"
"policemen's","3"
"policewoman","2"
"policies","2"
"policing","2"
"policy","1"
"poling","#"
"polio","1"
"polish","1"
"polished","2"
"polishes","2"
"polishing","2"
"polite","1"
"politely","2"
"politeness","2"
"politic","1"
"political","2"
"politicalize","#"
"politically","3"
"politician","2"
"politicians","3"
"politicization","3"
"politicize","2"
"politicos","3"
"politics","1"
"polities","2"
"polka","1"
"poll","1"
"polled","2"
"pollen","1"
"pollinate","2"
"pollination","3"
"polling","2"
"Pollock","1"
"Pollock's","2"
"polls","2"
"pollster","2"
"pollutant","2"
"pollute","1"
"polluted","2"
"pollution","2"
"Polly","1"
"Pollyanna","2"
"polo","1"
"poltergeist","#"
"polyandrous","3"
"polyandry","3"
"polycrystalline","3"
"polyester","2"
"polyesters","3"
"polygamous","3"
"polygamy","3"
"polygon","2"
"polygynous","3"
"polymer","2"
"polymerization","4"
"polymers","3"
"polymorphous","#"
"polynomial","2"
"polynomials","3"
"polyp","1"
"polyphosphate","3"
"polypropylene","2"
"polystyrene","2"
"polysyllabic","3"
"polysyllable","3"
"polytheism","#"
"polytheistic","4"
"polyunsaturated","#"
"polyurethane","2"
"pomegranate","1"
"pomp","1"
"pompadour","1"
"Pompeii","1"
"Pompeii's","2"
"Pompey","1"
"pompom","1"
"pompons","2"
"pomposity","3"
"pompous","2"
"pompously","3"
"pompousness","3"
"poncho","1"
"pond","1"
"ponder","1"
"ponderable","2"
"pondered","2"
"pondering","2"
"ponderous","2"
"ponds","2"
"pong","1"
"ponies","2"
"Pontiac","#"
"pontiff","1"
"pontifical","3"
"pontificate","3"
"pontificates","4"
"pontoon","1"
"pony","1"
"pony's","2"
"ponytail","2"
"pooch","1"
"poodle","1"
"poof","1"
"poofy","2"
"Pooh","1"
"pool","1"
"pooled","2"
"pooling","2"
"poolroom","2"
"pools","2"
"pool's","2"
"poop","1"
"poor","1"
"poorer","2"
"poorest","2"
"poorhouse","2"
"poorly","2"
"pop","1"
"popcorn","2"
"Pope","1"
"Popes","2"
"Pope's","2"
"popgun","2"
"poplar","1"
"poplin","1"
"popped","2"
"popper","2"
"poppies","2"
"popping","2"
"poppy","1"
"poppycock","1"
"poppyseed","3"
"pops","2"
"pop's","2"
"populace","2"
"popular","2"
"popularism","3"
"popularity","3"
"popularization","4"
"popularize","3"
"popularly","3"
"populate","2"
"populated","3"
"population","3"
"populations","4"
"populism","2"
"populist","2"
"populous","2"
"porcelain","1"
"porch","1"
"porches","2"
"porcupine","1"
"porcupines","2"
"pore","1"
"pored","2"
"pores","2"
"poring","2"
"pork","1"
"porker","2"
"porky","2"
"porn","1"
"pornographer","3"
"pornographic","3"
"pornography","3"
"porous","2"
"porpoise","1"
"porpoises","2"
"porridge","1"
"port","1"
"portable","2"
"portage","2"
"portal","1"
"portended","2"
"portents","2"
"porter","2"
"porterhouse","1"
"porters","3"
"porter's","3"
"portfolio","2"
"porthole","2"
"portico","1"
"portion","1"
"portions","2"
"Portland","2"
"Portland's","3"
"portly","2"
"portrait","2"
"portraits","3"
"portraiture","3"
"portray","1"
"portrayal","2"
"portrayed","2"
"portraying","2"
"portrays","2"
"ports","2"
"Portugal","1"
"Portuguese","1"
"pose","1"
"posed","2"
"Poseidon","1"
"poser","2"
"poses","2"
"posh","1"
"poshest","2"
"posing","2"
"posit","1"
"position","2"
"positional","3"
"positioned","3"
"positions","3"
"positive","2"
"positively","3"
"positivism","3"
"positivist","3"
"positivists","4"
"positron","2"
"posse","1"
"posses","2"
"posse's","2"
"possess","1"
"possessed","2"
"possesses","2"
"possessing","2"
"possession","2"
"possessions","3"
"possessive","2"
"possessor","2"
"possibilities","3"
"possibility","2"
"possible","1"
"possibly","2"
"post","1"
"postage","2"
"postal","2"
"postbag","2"
"postbox","2"
"postcard","2"
"postcards","3"
"postcode","2"
"postdate","2"
"posted","2"
"poster","2"
"posterior","2"
"posterity","2"
"posters","3"
"postgraduate","3"
"posthumous","2"
"posting","2"
"postman","2"
"postmark","2"
"postmarked","3"
"postmaster","2"
"postmasters","3"
"postmaster's","3"
"postmen","2"
"postmortem","3"
"postpone","2"
"postponed","3"
"postponement","3"
"postponing","3"
"posts","2"
"postscript","2"
"postulant","2"
"postulate","2"
"postulated","3"
"postulates","3"
"posture","1"
"postures","2"
"postwar","2"
"posy","1"
"pot","1"
"potable","1"
"potash","2"
"potassium","1"
"potato","1"
"potatoes","2"
"potbellied","3"
"potbelly","2"
"potboiler","3"
"potboilers","4"
"potency","2"
"potent","2"
"potential","3"
"potentialities","5"
"potentiality","4"
"potentially","4"
"potentials","4"
"potentiometer","3"
"pothead","2"
"pothole","2"
"pothouse","#"
"potion","1"
"potions","2"
"potlatches","#"
"potluck","2"
"Potomac","1"
"potpourri","2"
"pots","2"
"potshot","#"
"potted","2"
"potter","2"
"potters","3"
"pottery","2"
"potting","2"
"potty","1"
"pouch","1"
"pouches","2"
"poultice","1"
"poultices","2"
"poultry","1"
"pounce","1"
"pound","1"
"pounded","2"
"pounding","2"
"pounds","2"
"pour","1"
"poured","2"
"pouring","2"
"pours","2"
"pout","1"
"pouted","2"
"poverty","1"
"powder","1"
"powdered","2"
"powderpuff","1"
"powders","2"
"powdery","2"
"power","1"
"powerboat","2"
"powered","2"
"powerful","2"
"powerfully","3"
"powerfulness","3"
"powerhouse","2"
"powerless","2"
"powerplants","3"
"powers","2"
"power's","2"
"powwow","1"
"pox","1"
"practicability","4"
"practicable","3"
"practical","3"
"practicality","4"
"practically","4"
"practice","2"
"practiced","3"
"practices","3"
"practician","3"
"practicing","3"
"practised","3"
"practising","3"
"practitioner","3"
"practitioners","4"
"pragmatic","2"
"pragmatism","2"
"pragmatist","2"
"Prague","1"
"prairie","1"
"praise","1"
"praised","2"
"praises","2"
"praiseworthy","3"
"praising","2"
"praline","1"
"pram","1"
"prams","2"
"prance","1"
"prancing","2"
"prank","1"
"pranks","2"
"prankster","2"
"prattle","1"
"prawn","1"
"pray","1"
"prayed","2"
"prayer","1"
"prayerbooks","3"
"prayerful","2"
"prayerfully","3"
"prayers","2"
"praying","2"
"preach","1"
"preached","2"
"preacher","2"
"preachers","3"
"preaches","2"
"preaching","2"
"preamble","2"
"preambles","3"
"prearrange","2"
"prearranged","3"
"prearrangement","3"
"precarious","1"
"precariously","2"
"precast","2"
"precaution","3"
"precautionary","4"
"precautions","4"
"precede","2"
"preceded","3"
"precedence","3"
"precedent","3"
"precedents","4"
"precedes","3"
"preceding","3"
"precept","2"
"preceptor","3"
"precepts","3"
"precession","3"
"precinct","1"
"precincts","2"
"precious","1"
"precipice","1"
"precipitate","2"
"precipitated","3"
"precipitating","3"
"precipitation","3"
"precipitous","2"
"precise","1"
"precisely","2"
"precision","1"
"preclude","2"
"precluded","3"
"precocious","2"
"precociously","3"
"precocity","2"
"precognition","3"
"preconceive","3"
"preconceived","4"
"preconception","4"
"preconceptions","5"
"precondition","2"
"preconditioned","3"
"preconditions","3"
"preconscious","3"
"precook","2"
"precooked","3"
"precursor","3"
"precursory","4"
"precut","2"
"predator","2"
"predatory","3"
"predecessor","3"
"predecessors","4"
"predestination","3"
"predestine","2"
"predestined","3"
"predetermination","3"
"predetermine","2"
"predetermined","3"
"predicament","2"
"predicate","2"
"predict","1"
"predictability","3"
"predictable","2"
"predictably","3"
"predicted","2"
"predicting","2"
"prediction","2"
"predictions","3"
"predictive","2"
"predictor","2"
"predictors","3"
"predicts","2"
"predigest","3"
"predigested","4"
"predilection","2"
"predilections","3"
"predispose","3"
"predisposed","4"
"predisposition","4"
"predispositions","#"
"predominance","3"
"predominant","3"
"predominantly","4"
"predominate","3"
"predominated","4"
"predominately","4"
"predominates","4"
"predominating","4"
"predomination","4"
"preemployment","3"
"preempt","2"
"preemptively","4"
"preen","1"
"preening","2"
"prefab","2"
"prefabricate","3"
"prefabricated","4"
"prefabrication","4"
"preface","2"
"prefaced","3"
"prefer","1"
"preferable","2"
"preferably","3"
"preference","2"
"preferences","3"
"preferential","3"
"preferment","2"
"preferred","2"
"preferring","2"
"prefers","2"
"prefigure","2"
"prefix","2"
"prefixes","3"
"preflight","2"
"pregnancy","2"
"pregnant","2"
"preheat","2"
"prehistoric","3"
"prehistorical","4"
"prehistory","3"
"prejudge","2"
"prejudged","3"
"prejudgement","3"
"prejudice","2"
"prejudiced","3"
"prejudices","3"
"prejudicial","3"
"prelim","#"
"preliminaries","4"
"preliminary","3"
"preliterate","#"
"prelude","1"
"preludes","2"
"premarital","2"
"premature","2"
"prematurely","3"
"premeditate","2"
"premeditation","3"
"premier","1"
"premiere","1"
"premieres","2"
"premise","1"
"premises","2"
"premium","1"
"premiums","2"
"premix","2"
"premonition","3"
"premonitions","4"
"premonitory","4"
"prenatal","2"
"preoccupation","3"
"preoccupations","4"
"preoccupied","3"
"preoccupies","3"
"preoccupy","2"
"preordain","2"
"preordainment","#"
"preordination","4"
"prep","1"
"prepack","2"
"prepackage","3"
"prepackaged","4"
"preparation","2"
"preparations","3"
"preparative","2"
"preparatory","2"
"prepare","1"
"prepared","2"
"preparedness","3"
"prepares","2"
"preparing","2"
"prepay","2"
"prepayment","3"
"preponderance","2"
"preponderantly","3"
"preponderate","2"
"preponderating","3"
"preposition","4"
"prepositional","5"
"prepossess","2"
"preposterous","1"
"preprepared","#"
"prepubescent","#"
"prerecord","2"
"prerequisite","3"
"prerogative","3"
"prerogatives","4"
"Presbyterian","2"
"Presbyterianism","3"
"preschool","2"
"preschooler","3"
"prescribe","2"
"prescribed","3"
"prescribes","3"
"prescript","#"
"prescription","3"
"prescriptions","4"
"prescriptive","3"
"presence","2"
"presences","3"
"present","2"
"presentable","3"
"presentation","3"
"presentational","4"
"presentations","4"
"presented","3"
"presenter","3"
"presentiment","3"
"presenting","3"
"presently","3"
"presentness","3"
"presents","3"
"preservation","3"
"preservative","3"
"preserve","2"
"preserved","3"
"preserver","3"
"preserves","3"
"preserving","3"
"preset","2"
"preshrunk","#"
"preside","1"
"presided","2"
"presidency","2"
"president","2"
"presidential","3"
"presidents","3"
"president's","3"
"presides","2"
"presiding","2"
"Presley","2"
"press","1"
"pressed","2"
"presser","2"
"presses","2"
"pressing","2"
"pressman","2"
"pressure","2"
"pressures","3"
"pressurization","4"
"pressurize","3"
"prestige","1"
"prestigious","2"
"presto","1"
"presumable","3"
"presumably","4"
"presume","2"
"presumed","3"
"presumes","3"
"presuming","3"
"presumption","3"
"presumptions","4"
"presumptive","3"
"presumptuous","3"
"presuppose","3"
"presupposed","4"
"presupposes","4"
"presupposition","4"
"presuppositions","5"
"pretence","2"
"pretend","2"
"pretended","3"
"pretender","3"
"pretending","3"
"pretends","3"
"pretense","2"
"pretenses","3"
"pretension","2"
"pretensions","3"
"pretentious","2"
"preternatural","3"
"pretest","2"
"pretext","1"
"pretexts","2"
"pretrial","3"
"prettier","2"
"prettiest","2"
"prettily","2"
"prettiness","2"
"pretty","1"
"pretzel","1"
"prevail","2"
"prevailed","3"
"prevailing","3"
"prevails","3"
"prevalence","3"
"prevalent","3"
"prevent","1"
"preventable","2"
"preventative","2"
"prevented","2"
"preventing","2"
"prevention","2"
"preventive","2"
"prevents","2"
"preview","2"
"previous","1"
"previously","2"
"prevision","3"
"previsions","4"
"prewar","2"
"prey","1"
"preying","2"
"Priam","#"
"price","1"
"priced","2"
"priceless","2"
"prices","2"
"pricey","2"
"pricing","2"
"prick","1"
"pricked","2"
"pricking","2"
"prickle","1"
"prickly","2"
"pricks","2"
"pride","1"
"prides","2"
"pride's","2"
"priest","1"
"priestess","2"
"priesthood","2"
"priestly","2"
"priests","2"
"priest's","2"
"prim","1"
"primacy","2"
"primal","2"
"primaries","3"
"primarily","3"
"primary","2"
"primate","1"
"primates","2"
"prime","1"
"primed","2"
"primer","2"
"primers","3"
"primes","2"
"primeval","2"
"priming","2"
"primitive","2"
"primitivism","3"
"primordial","2"
"primp","1"
"primping","2"
"primrose","1"
"prince","1"
"princedom","2"
"princely","2"
"princes","2"
"prince's","2"
"princess","2"
"Princeton","2"
"principal","1"
"principality","2"
"principally","2"
"principals","2"
"principia","#"
"principle","1"
"principles","2"
"print","1"
"printable","2"
"printed","2"
"printer","2"
"printer's","3"
"printing","2"
"printmaking","3"
"printout","2"
"prints","2"
